num_dossier,nom_site,date_creasite,adresse,quartier,secteur,commune,ev_tabac,ev_proprietaire,nb_acces,ev_fermable,ev_typologie,nb_arbres,acces_pmr
LATT_000309,Accot. 9 Nord Av. du Grenache,,AVENUE DU GRENACHE,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000308,Accot. 8 Nord Av. du Grenache,,AVENUE DU GRENACHE,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000307,Accot.  7 Nord Av. du Grenache,,AVENUE DU GRENACHE,,,Lattes,,,,,2. Acc. de voiries,,
LATT_000305,Accot. 5 Nord  Av. du Grenache,,AVENUE DU GRENACHE,,,Lattes,,,,,2. Acc. de voiries,,
SUSS_000009,Avenue de Lahntal,, ,,,Sussargues,,,,,2. Acc. de voiries,11,
LATT_000511,Haie Ch. des Géraniums,,CHEMIN DES GERANIUMS,,,Lattes,,,,,2. Acc. de voiries,,
SUSS_000012,Rond Point du Millénaire,, ,,,Sussargues,,,,,2. Acc. de voiries,0,
REST_000004,Route de Beaulieu,, ,,,Restinclières,,,,,2. Acc. de voiries,3,
CSTL_000464,Accot. 2 Ouest Esplanade des Oliviers,,ESPLANADE DES OLIVIERS,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
LATT_000140,Accot. 28 Ouest Av. de Massilia,,AVENUE DE MASSILIA,,,Lattes,,,,,2. Acc. de voiries,,
VNLM_000134,Accot. 2 bvd. des Fontaines,,BOULEVARD DES FONTAINES,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000136,Accot. 4 bvd. des Fontaines,,BOULEVARD DES FONTAINES,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000168,Accot. 8 bvd du Chapitre,,BOULEVARD DU CHAPITRE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000182,Accot .4 Chemin de la Mosson,,CHEMIN DE LA MOSSON,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
CSTL_000424,Accot. D65 Entrée Echangeur D21-D65,,D65,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
VEND_000008,Taureau de la gare,,AVENUE DE LA GARE,,,Vendargues,,3M,,,2. Acc. de voiries,,
CLAP_000252,Accot. 7 Rue des Closades,,RUE DES CLOSADES,,,Clapiers,,,,,2. Acc. de voiries,,
PERO_000015,Accot. 3 Sud A. Sauvy,,AVENUE ALFRED SAUVY,,,Pérols,,,,,2. Acc. de voiries,,
CLAP_000022,TPC Av. de l'Esplanade,,AVENUE DE L'ESPLANADE,,,Clapiers,,,,,2. Acc. de voiries,,
CSTL_000419,Accot. 3 D21 Rte de Clapiers,,D21 ROUTE DE CLAPIERS,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
VEND_000001,EV Allée des Acacias,,ALLEE DES ACACIAS,,,Vendargues,,,,,2. Acc. de voiries,,
PRAD_000188,Accot. 1 Rue des Coteaux -Impasse Palmessane,,RUE DES COTEAUX,,,Prades-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000459,Abord 2 Rond-Point Esplanade des Oliviers,,ESPLANADE DES OLIVIERS,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
VEND_000030,Accot. 4 Nord Av. de Bigos,,AVENUE DES BIGOS,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000029,Accot. 5 Nord Av. de Bigos,,AVENUE DES BIGOS,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000052,EV13 av. 8 mai 45,,AVENUE DU 8 MAI 1945,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000042,Accot. 3 Nord Chemin le long de la Salle,,AVENUE DU 8 MAI 1945,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000068,EV21 av. 8 mai 45,,AVENUE DU 8 MAI 1945,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000083,Accot. 5 Av. G. Pompidou,,AVENUE GEORGES POMPIDOU,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000086,Accot. 8 Av. G. Pompidou,,AVENUE GEORGES POMPIDOU,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000085,Accot. 7 Av. G. Pompidou,,AVENUE GEORGES POMPIDOU,,,Vendargues,,,,,2. Acc. de voiries,,
LATT_000272,Accot. 9 Av. des Platanes,,AVENUE DES PLATANES,,,Lattes,,,,,2. Acc. de voiries,,
VEND_000131,Rond-Point D65 - N 113,,D 65,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000102,Abord 1 Rond-point C. de Gaulle,,AVENUE MENDES FRANCE,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000099,Accot. 5 Av. Mendes France,,AVENUE MENDES FRANCE,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000098,Accot. 6 Av. Mendes France,,AVENUE MENDES FRANCE,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000097,Accot. 7 Av. Mendes France,,AVENUE MENDES FRANCE,,,Vendargues,,,,,2. Acc. de voiries,,
VNLM_000378,EV 1 rue des Myosotis,,RUE DES MYOSOTIS,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VEND_000141,Accot. 2 Enclos de la Bruyère,,ENCLOS DE LA BRUYERE,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000142,EV Angle Enclos de la Bruyère,,ENCLOS DE LA BRUYERE,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000188,Rond-Point Route de l'Orée du Bois,,RUE DE L OREE DU BOIS,,,Vendargues,,,,,2. Acc. de voiries,,
PERO_000065,Accot. 7 Sud Av. de Montpellier,,AVENUE DE MONTPELLIER,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000078,Accot. 9 Sud Av. de Montpellier,,AVENUE DE MONTPELLIER,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000059,TPC 3 Av. de Montpellier,,AVENUE DE MONTPELLIER,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000385,Accot. 1 Rue de la Camargue,,RUE DE LA CAMARGUE,,,Pérols,,,,,2. Acc. de voiries,,
STBR_000132,Accot. 1 Av. G. Frêche,,ZAC DU CANTAUSSEL - AVENUE G. FRECHE,,,Saint-Brès,,,,,2. Acc. de voiries,,
VEND_000209,Accot. 6 Nord Rue de la Garenne,,RUE DE LA GARENNE,,,Vendargues,,,,,2. Acc. de voiries,,
CSTL_000513,Accot. 7 Route de Nîmes,,ROUTE DE NIMES,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
VNLM_000310,Accot. 2 Rue de l'Aumorne,,RUE DE L AUMORNE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000313,Accot. 5 Rue de l'Aumorne,,RUE DE L AUMORNE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000315,Accot. 7 Rue de l'Aumorne,,RUE DE L AUMORNE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
STBR_000166,Accot. 10 Côté Sud Rue des Palombes,,ZAC DU CANTAUSSEL - RUE DES PALOMBES,,,Saint-Brès,,,,,2. Acc. de voiries,,
VNLM_000152,Accot. 2 Bvd. Domenoves,,BOULEVARD DOMENOVES,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000384,Accot. triangle rue des parades,,RUE DES PARADES,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000397,Accot. Rue des roseaux,,RUE DES ROSEAUX,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000013,Abord 1 Rond-Point av. de la Gare,,AVENUE DE LA GARE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000410,EV 1 Rue du Corossol,,RUE DU COROSSOL,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000407,EV 3 Rue du Corossol,,RUE DU COROSSOL,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
CSTL_000093,Accot. 1 Av. du M. de L. de Tassigny,,AV DU MAL DE LATTRE DE TASSIGNY,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000182,Rond-Point Av. D. Papin - Av. B. Pascal,,AVENUE DENIS PAPIN,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
VNLM_000076,EV 20 Av. du M. de la Jasse,,AVENUE DU MOULIN DE LA JASSE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000429,Accotement rue Prévert,,RUE JACQUES PREVERT,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000251,EV 2 Plan des treilles,,PLAN DES TREILLES,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000077,Accot. 7 Av F. Miterrand,,AVENUE FRANCOIS MITTERAND,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000252,EV 1 Plan des Treilles,,PLAN DES TREILLES,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
CSTL_000503,Accot. 5 (Amarger) Route de la Pompignane,,ROUTE DE LA POMPIGNANE,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000499,Accot. 1 (Amarger) Route de la Pompignane,,ROUTE DE LA POMPIGNANE,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000113,Accot. 9 Av. C. Ader,,AVENUE CLEMENT ADER,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CLAP_000172,Talus Ch. du Fesquet - RD 65 (Niv. Rd-Pt),,RD 65 Av. du Martinet,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000071,Abord 11 (Arrêt bus) Rond-Point RD 65,,BOULEVARD DE LA LIBERTE,,,Clapiers,,,,,2. Acc. de voiries,,
CSTL_000537,Rond-Point 2 rue de la Calèche,,RUE DE LA CALECHE,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CLAP_000184,Rond-Point Rue de l'Abbé Camozy,,RUE DE L ABBE CAMOZY,,,Clapiers,,,,,2. Acc. de voiries,,
BAIL_000115,EV Place rue des Ecoles,,RUE DES ECOLES,,,Baillargues,,,,,2. Acc. de voiries,,
JACO_000376,Accot. P. Cyclable Rue J. Roland - Rue L. Michel,,RUE JEANNE ROLAND,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000309,Accot. Rue des Jardins,,RUE DES JARDINS,,,Jacou,,,,,2. Acc. de voiries,,
PERO_000213,Îlot 1 Rond-Point A. M. Pagnol - Av. J. Monnet,,AVENUE MARCEL PAGNOL,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000167,Accot. 18 Sud Av. M. Pagnol,,AVENUE MARCEL PAGNOL,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000169,Accot. 13 Nord Av. M. Pagnol,,AVENUE MARCEL PAGNOL,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000396,Accot. 4 rue de la Constellation,,RUE DE LA CONSTELLATION,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000281,Accot. 15 Nord A. Sauvy,,IMPASSE ADAM SMITH,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000285,Accot. 2 Impasse de l'E. de l'Or,,IMPASSE DE L ETANG DE L OR,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000336,Abord 3 Rond-Point Route de Lattes - Av. M. Pagnol,,ROUTE DE LATTES,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000350,Rond-Point Rue A. Camus,,RUE ALBERT CAMUS,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000347,Accot. 3 Rue A. Camus,,RUE ALBERT CAMUS,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000373,EV Angle Rue Cantegril - Av. M. Pagnol,,RUE DE CANTEGRIL,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000142,TPC 1 Av. M. Pagnol,,AVENUE MARCEL PAGNOL,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000374,Accot. Rue de l'Enclos des Pins,,RUE DE L ENCLOS DES PINS,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000411,Abord 4 Rond-Point Place du Général de Gaulle,,RUE DE LA MOULENAGUE,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000431,Accot. 4 Rue des Alouettes,,RUE DES ALOUETTES,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000430,Accot. 5 Rue des Alouettes,,RUE DES ALOUETTES,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000426,EV Angle rue des Alouettes - Av. G. Leclerc,,RUE DES ALOUETTES,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000234,Accot. 4 Av. M. Bugeaud,,AVENUE MARECHAL BUGEAUD,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000072,Accot. 9 Sud Av. de Montpellier,,AVENUE DE MONTPELLIER,,,Pérols,,,,,2. Acc. de voiries,,
CSTL_000180,Accot. 1 (Long Tram) Av. Plankstadt,,AVENUE DE PLANKSTADT,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
PERO_000440,Accot. 2 rue des Grillons,,RUE DES GRILLONS,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000046,Accot. 4 Nord Av. de Montpellier,,AVENUE DE MONTPELLIER,,,Pérols,,,,,2. Acc. de voiries,,
PERO_000445,Accot. 1 Rue des Naïades,,RUE DES NAIADES,,,Pérols,,,,,2. Acc. de voiries,,
CLAP_000203,Accot. 3 Rue de la Pistoule,,RUE DE LA PISTOULE,,,Clapiers,,,,,2. Acc. de voiries,,
BAIL_000190,EV accotement angle . Delteil,,RUE JOSEPH DELTEIL,,,Baillargues,,3M,,,2. Acc. de voiries,1,
CLAP_000204,Accot. 7 Rue de la Pistoule,,RUE DE LA PISTOULE,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000201,Accot. 2 Rue de la Pistoule,,RUE DE LA PISTOULE,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000207,Accot. 5 Rue de la Pistoule,,RUE DE LA PISTOULE,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000101,TPC Face Médiathèque,,BOULEVARD DE LAURIOL,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000305,Accot. 12 Rue Lavalette,,RUE LAVALETTE,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000320,TPC Rue Maurice Ravel,,RUE MAURICE RAVEL,,,Clapiers,,,,,2. Acc. de voiries,,
CLAP_000236,Accot. 4 rue de Viviers,,RUE DE VIVIERS,,,Clapiers,,,,,2. Acc. de voiries,,
BAIL_000155,EV Angle F. Mistral,,RUE FREDERIC MISTRAL,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000059,Abord Rond-Point entrée Route de Castries,,ROUTE DE CASTRIES,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000091,EV 7 rue A. Sauvy,,RUE ALFRED SAUVY,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000017,Abord 5 Carrefour A. de Saint-E. - J.P. Cardot,,AVENUE ANTOINE SAINT EXUPERY,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000005,Rond-Point Ingrid Bétancourt,,AVENUE ANTOINE SAINT EXUPERY,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000203,Accot. 5 Rue P. Cézanne,,RUE PAUL CEZANNE,,,Baillargues,,3M,,,2. Acc. de voiries,1,
BAIL_000027,Abord 2 Carrefour A. de Saint-E. - J. Delafaye,,IMPASSE ANTOINE SAINT EXUPERY,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000030,Accot.  Impasse Goya,,IMPASSE GOYA,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000084,Abord 4 Rond-Point A. Sauvy,,RUE ALFRED SAUVY,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000080,Abord 2 Rond-Point A. Sauvy,,RUE ALFRED SAUVY,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000140,Accot. 5 Rue du Coustouliès,,RUE DU COUSTOULIES,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000152,Abord 4 Rond-Point P. Lamour,,RUE FRANCOIS PERROUX,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000197,Accot. 6 Rue J. Milhau,,RUE JULES MILHAU,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000165,Abord 4 Carrefour A. de Saint-E. - J. Delafaye,,RUE JACQUES DELAFAYE,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000182,Accot. 1 Rue Jean Vilar,,RUE JEAN VILAR,,,Baillargues,,,,,2. Acc. de voiries,,
BAIL_000193,Accot. 2 Rue J. Milhau,,RUE JULES MILHAU,,,Baillargues,,,,,2. Acc. de voiries,,
PRAD_000006,Accot. 3 Sud - Piste Cyclable-  Allée des Platanes,,ALLEE DES PLATANES,,,Prades-le-Lez,,,,,2. Acc. de voiries,,
BAIL_000116,Îlot Rue des Hameaux,,RUE DES HAMEAUX,,,Baillargues,,3M,,,2. Acc. de voiries,1,
BAIL_000163,Accot. Angle Rue J. Delafaye,,RUE JACQUES DELAFAYE,,,Baillargues,,3M,,,2. Acc. de voiries,,
JACO_000332,Accot. 2 Rue du Belvédère,,RUE DU BELVEDERE,,,Jacou,,,,,2. Acc. de voiries,,
PRAD_000030,Accot. 5 Ch. du Nouau,,CHEMIN DU NOUAU,,,Prades-le-Lez,,,,,2. Acc. de voiries,,
JACO_000035,Accot. 3 Nord Av. de Vendargues,,AVENUE DE VENDARGUES,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000093,EV 13 TPC Jean Joubert,,AVENUE JEAN JOUBERT,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000133,Accot. Triangle Ch. B. Monnier,,CHEMIN BERNARD MONNIER,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000157,EV 2 Angle Ch. de la Pinède,,CHEMIN DE LA PINEDE,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000045,Accot. 8 Nord Av. de Vendargues,,AVENUE DE VENDARGUES,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000186,Massif Triangle montée impasse du Vieux chêne,,IMPASSE DU VIEUX CHENE,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000043,Accot. 6 Sud Av. de Vendargues,,AVENUE DE VENDARGUES,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000370,Accot. 2 Rue H. Moynier,,RUE HENRI MOYNIER,,,Jacou,,,,,2. Acc. de voiries,,
CLAP_000052,Accot. 1 Sud Av. G. De Gaulle (Niv. Esplanade),,AVENUE DU GENERAL DE GAULLE,,,Clapiers,,,,,2. Acc. de voiries,,
JACO_000291,Accot. Rue des Bordes,,RUE DES BORDES,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000155,Accot. 5 Ch. de la Pinède,,CHEMIN DE LA PINEDE,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000082,EV 2 TPC Jean Joubert,,AVENUE JEAN JOUBERT,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000092,EV 12 TPC Jean Joubert,,AVENUE JEAN JOUBERT,,,Jacou,,,,,2. Acc. de voiries,,
CRES_000566,Accot. 8 Nord Ext Rue R. Trencavel,,RUE RAIMOND ROGER TRENCAVEL,,,Le Crès,,,,,2. Acc. de voiries,,
JACO_000100,Accot. 2bis Est Av. J. Arlery,,AVENUE JOSEPH ARLERY,,,Jacou,,,,,2. Acc. de voiries,,
CSTL_000236,Rond-Point Av. K. Adenauer,,AVENUE KONRAD ADENAUER,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CRES_000144,Abord 3 (Fossé) Rond-Point Av. de Toscane - Av. M. d'Arbia,,AVENUE MONTERONI D ARBIA,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000116,Accot. 1 Nord Int. Av. M. d'Arbia,,AVENUE MONTERONI D ARBIA,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000117,Accot. 2 Nord Ext. Av. M. d'Arbia,,AVENUE MONTERONI D ARBIA,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000114,Accot. 1 Nord Ext. Av. M. d'Arbia,,AVENUE MONTERONI D ARBIA,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000160,Accot. 1 Av. P. Valéry,,AVENUE PAUL VALERY,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000108,Abord 6bis Rond-Point Av. F. Mistral - Av. de la Sauvagine,,AVENUE DU MISTRAL,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000247,Accot. 4 Impasse M. Curie,,IMPASSE MARIE CURIE,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000254,Rond-Point 1 Impasse M. Ravel,,IMPASSE MAURICE RAVEL,,,Le Crès,,,,,2. Acc. de voiries,,
CSTL_000573,Haie Abord Rond-Point K. Adenauer,,RUE DE PROVENCE,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
MNTP_000150,Abords Boulevard Bonne Nouvelle,19650101,Boulevard Bonne Nouvelle,Centre,Écusson,Montpellier,Non,3M,0,Non,2. Acc. de voiries,2,Non
CRES_000196,Accot. 1 Nord D65,,D65,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000053,Accot. 7 Av. des Baléares,,AVENUE DES BALEARES,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000269,Accot. 1 Pl. du Pont Trinquat,,PLACE DU PONT TRINQUAT,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000282,Accot. 2 Nord Rte de Nîmes (D613),,ROUTE DE NIMES,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000285,Îlot 2 Rond-Point Rte de Nîmes - Rue des Pointes,,ROUTE DE NIMES,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000208,Accot. 2 Est D65 E1,,D65 E1,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000316,Abord 3ter Rd-Pt Voie Domitienne - Av. du Mistral,,RUE DE LA MONNAIE,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000358,Accot. Rue de la Sauvagine,,RUE DE LA SAUVAGINE,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000067,Abord 2 Rond-Point Av. des Baléares,,AVENUE DES BALEARES,,,Le Crès,,,,,2. Acc. de voiries,,
,NEW Ilot 2 rue des Thuyas,,,,,Lattes,,,,,,,
CRES_000317,Accot. 1 Rue de la Poulaillère,,RUE DE LA POULAILLERE,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000434,Accot. 2 Rue des Terres Mégères,,RUE DES TERRES MEGERES,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000438,Accot. 6 Rue des Terres Mégères,,RUE DES TERRES MEGERES,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000433,Accot. 1 Rue des Terres Mégères,,RUE DES TERRES MEGERES,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000445,EV Angle Rue Domitienne - Rue Occitane,,RUE DOMITIENNE,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000467,Accot. 5 Rue F. Miterrand,,RUE FRANCOIS MITTERRAND,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000545,Accot. 11 Sud (Fossé)  Av. M. d'Arbia,,RUE PABLO PICASSO,,,Le Crès,,,,,2. Acc. de voiries,,
CRES_000552,Accot. 1 Nord Int. Rue R. Trencavel,,RUE RAIMOND ROGER TRENCAVEL,,,Le Crès,,,,,2. Acc. de voiries,,
PERO_000507,Accot 2 Rue H. Cochet,,RUE HENRI COCHET,,,Pérols,,,,,2. Acc. de voiries,,
CRES_000170,Accot. 9 Av. P. Valéry,,AVENUE PAUL VALERY,,,Le Crès,,,,,2. Acc. de voiries,,
VNLM_000164,Accot. 5 bvd du Chapitre,,BOULEVARD DU CHAPITRE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000022,Abord Rond-Point Av. de la Gare,,AVENUE DE LA GARE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000348,EV  2 rue des Goélands,,RUE DES GOELANDS,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
CSTL_000293,Accot. Ch. de l'Hirondelle,,CHEMIN DE L HIRONDELLE,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTR_000061,Accot. 6 Nord Av. Des Razeteurs,,AVENUE DES RAZETEURS,,,Castries,,Région,,,2. Acc. de voiries,,
MNTP_000115,Parc de la Croix d'Argent,19890101,Avenue de Villeneuve-Angoulème,Sud,Croix d'Argent,Montpellier,Non,Commune,2,Oui,1. Parcs et squares,0,Non
CSTL_000063,Rond-Point Allée du Coche,,ALLEE DU COCHE,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000041,Abord 1 Ext. rond-Point Allée des Meulières,,ALLEE DES MEULIERES,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000048,TPC 1 Est 1 rond-Point Allée des Meulières,,ALLEE DES MEULIERES,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTR_000113,Accot. 5 Ouest Av. P. Riquet,,AVENUE PAUL RIQUET,,,Castries,,,,,2. Acc. de voiries,,
CSTR_000104,Accot. 5 Est Av. P. Riquet,,AVENUE PAUL RIQUET,,,Castries,,,,,2. Acc. de voiries,,
CSTR_000093,Accot. 2 Ouest Av. P. Riquet,,AVENUE PAUL RIQUET,,,Castries,,,,,2. Acc. de voiries,,
CSTL_000111,Accot. 8 Av. C. Ader,,AVENUE CLEMENT ADER,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000158,Accot 1 Est Rue du Clairval,,AVENUE DE LA GALINE,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000094,Accot. 2 Av. du M. de L. de Tassigny,,AV DU MAL DE LATTRE DE TASSIGNY,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000265,TPC 9 Bvd. Philippe Lamour,,BOULEVARD PHILIPPE LAMOUR,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000303,Accot. 3 Ch. des Abeilles,,CHEMIN DES ABEILLES,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000252,Abord 1 Rond-Point 1 Ph. Lamour (Av. M. Dassault),,BOULEVARD PHILIPPE LAMOUR,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000249,Accot. 2 Nord Ext. Bvd. Philippe Lamour,,BOULEVARD PHILIPPE LAMOUR,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTR_000117,Accot. 15 Est Av. P. Riquet,,AVENUE PAUL RIQUET,,,Castries,,,,,2. Acc. de voiries,,
CSTL_000462,Rond-Point 1 Esplanade des Oliviers,,ESPLANADE DES OLIVIERS,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000466,Abord 4 Rond-Point Esplanade des Oliviers,,ESPLANADE DES OLIVIERS,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000306,Accot. 6 Ch. des Abeilles,,CHEMIN DES ABEILLES,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000332,Accot. 10 Int. Ch. des Libellules,,CHEMIN DES LIBELLULES,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000324,Accot. 6 Ext. Ch. des Libellules,,CHEMIN DES LIBELLULES,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
CSTL_000322,Accot. 5 Ext. Ch. des Libellules,,CHEMIN DES LIBELLULES,,,Castelnau-le-Lez,,,,,2. Acc. de voiries,,
