num_dossier,nom_site,date_creasite,adresse,quartier,secteur,commune,ev_tabac,ev_proprietaire,nb_acces,ev_fermable,ev_typologie,nb_arbres,acces_pmr
MFSL_000208,Abord Rond-Point  Entrée  Ch. du Pic Saint-Loup - Ch. du Pouget,,CHEMIN DU POUGET,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
STBR_000125,EV 1 Rond-point Rte de Castries,,RUE DU PETIT CANAL,,,Saint-Brès,,,,,2. Acc. de voiries,,
STBR_000123,EV 2 Rond-point Rte de Castries,,RUE DU PETIT CANAL,,,Saint-Brès,,,,,2. Acc. de voiries,,
STBR_000047,Accotement 1 route de Castries,,ROUTE DE CASTRIES,,,Saint-Brès,,,,,2. Acc. de voiries,,
MFSL_000262,Accot. 1 Nord RD 65,,RD 65,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
FABR_000262,Berges du Coulazou,, ,,,Fabrègues,,,,,9. Espaces de nature,1,
MFSL_000216,Accot. 1 Ch. du Roularel,,CHEMIN DU ROULAREL,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
FABR_000263,EV 1 Parking avenue de la gare,, ,,,Fabrègues,,,,,11. Parking,,
MFSL_000218,Accot. 1 Ch. Val de la Lironde,,CHEMIN DU VAL DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000220,EV 1 Entrée Allée de l'Espéranto,,CHEMIN DU VAL DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
JACO_000134,Rond-Point Ch. de la Cartairade,,CHEMIN DE LA CARTAIRADE,,,Jacou,,,,,2. Acc. de voiries,,
,NEW Haie 4 Parking Cimetière vieux,,,,,Fabrègues,,,,,,,
,NEW Fossé Parking Maison de retraite,,,,,Fabrègues,,,,,,,
,NEW EV 2 Route de Cournonterral,,,,,Fabrègues,,,,,,,
,NEW EV 3 Route de Cournonterral,,,,,Fabrègues,,,,,,,
,NEW EV 4 Route de Cournonterral,,,,,Fabrègues,,,,,,,
,NEW EV 5 Route de Cournonterral,,,,,Fabrègues,,,,,,,
,NEW EV 6 Route de Cournonterral,,,,,Fabrègues,,,,,,,
JACO_000355,Accot. 6 Rue du Mas Neuf,,RUE DU MAS NEUF,,,Jacou,,,,,2. Acc. de voiries,,
,NEW  1 accotement Rue P. Marcenac,,,,,Fabrègues,,,,,,,
,NEW Bassin de rétention chemin de Letagne,,,,,Fabrègues,,,,,,,
,NEW Ilot 1 RD613,,,,,Fabrègues,,,,,,,
,NEW Ilot 5 RD613,,,,,Fabrègues,,,,,,,
,NEW EV3 abord Nord Stade J. Claramunt,,,,,Fabrègues,,,,,,,
,NEW EV 1 Parking Stade,,,,,Fabrègues,,,,,,,
,NEW EV Couchant,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
FABR_000136,Placette rue Bir Hakeim,, ,,,Fabrègues,,,,,14. Placette de lotissement,1,
,NEW EV Draye,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW EV Garibaldi 2,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
VNLM_000093,Accot. Parking 1 Ecole Dolto,,AVENUE RENÉ POITEVIN,,,Villeneuve-Lès-Maguelone,,,,,11. Parking,,
,NEW EV Aragon,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW Parking Lot. Le Renard,,RUE PAMPHILE LACROIX,,,Beaulieu,,3M,,,19. Espaces verts autres,,
,NEW EV Tennis,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW EV Garibaldi,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW EV Félibre,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW EV Zone vendargues,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW Noue François Mitérrand,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW EV François Mitterand,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW EV Faisant,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW EV Daudet,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW EV Garenne,20241211230000,,,,Le Crès,,,,,19. Espaces verts autres,,
,NEW EV petit Nice 2,20241211230000,,,,Jacou,,,,,19. Espaces verts autres,,
,NEW EV Petit Nice,20241211230000,,,,Jacou,,,,,19. Espaces verts autres,,
,NEW EV petit Nice,20241211230000,,,,Jacou,,,,,19. Espaces verts autres,,
,NEW Accot.1 Route de Saint Drézéry,,,,,Sussargues,,,,,2. Acc. de voiries,,
,NEW Accot.4 Rue des Arbousiers,,,,,Sussargues,,3M,,,2. Acc. de voiries,,
,NEW Abord 1 Rond-Point Rte de Saint Geniès,,,,,Beaulieu,,,,,2. Acc. de voiries,,
,NEW massif vivaces,,Route de Saint Drézéry,,,Sussargues,,,,,2. Acc. de voiries,,
,NEW Bassin 1 les Peyrouses,,,,,Saint-Geniès-des-Mourgues,,,,,10. Bassins de rétention,,
,NEW Abord 3 Bassin 2,,Les Peyrouses,,,Saint-Geniès-des-Mourgues,,,,,19. Espaces verts autres,,
,NEW Abord 1 Bassin 1,,les Peyrouses,,,Saint-Geniès-des-Mourgues,,,,,19. Espaces verts autres,,
,NEW EV 5 Garcia Lorca,,,,,Saint-Jean-de-Védas,,,,,,,
,NEW  Aire naturelle Beaulieu,,,,,Beaulieu,,,,,9. Espaces de nature,,
,NEW Abord 2 Bassin 1,,les Peyrouses,,,Saint-Geniès-des-Mourgues,,,,,19. Espaces verts autres,,
,NEW Aire naturelle 2 ZAC du Renard,,,,,Beaulieu,,,,,9. Espaces de nature,,
,NEW Accot.3 Rue des Arbousiers,,rue des arbousiers,,,Sussargues,,3M,,,2. Acc. de voiries,,
,New Chemin Impasse Bigos,,Impasse Bigos,,,Vendargues,,3M,,,19. Espaces verts autres,,
,New EV Transfo Portes Domitiennes,,rue des portes domitiennes,,,Vendargues,,3M,,,2. Acc. de voiries,,
VEND_000039,Accot. 2 Angle Rond-Point Entrée de Zone,,AVENUE DES BIGOS,,,Vendargues,,,,,5. Acc. de zones indus. et commerciales,,
,New Abords RdPt Bigos,,rue Bigos face Lidl,,,Vendargues,,3M,,,2. Acc. de voiries,,
,New Abords RM610,,RD610 - Av de Bigos,,,Vendargues,,3M,,,2. Acc. de voiries,,
,News RM110 Abirs bus,,RM610 - rd pt Av Bigos,,,Vendargues,,3M,,,2. Acc. de voiries,,
VEND_000012,TPC Entrée de zone,,AVENUE DE MONTPELLIER,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000013,Rond-Point Entrée de zone,,AVENUE DE MONTPELLIER,,,Vendargues,,,,,2. Acc. de voiries,,
VEND_000036,Accot. 2 Sud Av. de Bigos,,AVENUE DES BIGOS,,,Vendargues,,3M,,,2. Acc. de voiries,7,
MFSL_000227,Accot. 3 - Cimetière- Ch. Font du Noyer,,CHEMIN FONT DU NOYER,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
VNLM_000192,Abord Rond-Point Ch du Pilou (Niveau Ecole),,CHEMIN DU PILOU,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
SUSS_000041,Skate Park,, ,,,Sussargues,,,,,7. Terrains de sport,17,
MNTP_000483,École maternelle Louise Michel,19700101,Avenue de la Pompignane,Est,Port Marianne,Montpellier,Non,Commune,1,Non,6. Espaces verts écoles et crèches,12,Oui
MNTP_000189,Abords Rue Placentin,19780101,Rue Placentin,Centre,Écusson,Montpellier,Non,3M,0,Non,2. Acc. de voiries,0,Non
MFSL_000022,Bassin de rétention 2 Allée O. de Gouges,,ALLEE OLYMPE DE GOUGES,,,Montferrier-sur-Lez,,,,,10. Bassins de rétention,,
MNTP_000095,Square des Prés d'Arènes,19870101,Avenue de Palavas,Sud,Prés d'Arènes,Montpellier,Non,Commune,4,Oui,1. Parcs et squares,7,En partie
MFSL_000023,Aire naturelle 1 Allée O. de Gouges,,ALLEE OLYMPE DE GOUGES,,,Montferrier-sur-Lez,,,,,9. Espaces de nature,,
MFSL_000245,Placette Lot. Coteaux des Cyprès,,LOTISSEMENT LES COTEAUX CYPRES,,,Montferrier-sur-Lez,,,,,14. Placette de lotissement,,
MNTP_002536,Abords Rue Georges Denizot,19000101,Rue Georges Denizot,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,2. Acc. de voiries,0,Non
MFSL_000224,Accot. 1 Ch. du Val de la Lironde,,CHEMIN DU VAL DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MNTP_000965,Parc Dioscoride,20030215,Esplanade de Celleneuve - Allée de Paris,Nord-Ouest,Mosson,Montpellier,Oui,Commune,4,Oui,1. Parcs et squares,0,Oui
MNTP_000725,Parc de Costebelle,17500101,Allée Louis Mazas,Est,Port Marianne,Montpellier,Non,Commune,1,Oui,1. Parcs et squares,13,Non
JACO_000336,EV 2 parking Rue du Belvédère,,RUE DU BELVEDERE,,,Jacou,,,,,11. Parking,,
JACO_000278,Accot. 3 Rue de la Lavande,,RUE DE LA LAVANDE,,,Jacou,,,,,2. Acc. de voiries,,
MNTP_000376,Ilot Moularès/Trinquat,19000101,Chemin de Moularès,Sud,Prés d'Arènes,Montpellier,Non,Commune,1,Oui,2. Acc. de voiries,0,Non
JACO_000360,Accot. Parking Angle  Rue du Romarin,,RUE DU ROMARIN,,,Jacou,,,,,11. Parking,,
JACO_000362,EV Parking rue du Square,,RUE DU SQUARE,,,Jacou,,,,,11. Parking,,
JACO_000211,Accot. 2 Mail du Narbonnais,,MAIL DU NARBONNAIS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000070,Accot. 19 Nord Av. de Vendargues (Placette Niv. Rue des jardins),,AVENUE DE VENDARGUES,,,Jacou,,,,,14. Placette de lotissement,,
MNTP_000280,Parc de Bagatelle,18500101,Rue de Cheng Du,Sud,Croix d'Argent,Montpellier,Non,Commune,4,Oui,1. Parcs et squares,91,Oui
JACO_000073,EV 4 Parking Av. H. Mangain Tous,,AVENUE HELENE MAINGAIN TOUS,,,Jacou,,,,,11. Parking,,
JACO_000078,EV 6 Parking Av. H. Mangain Tous,,AVENUE HELENE MAINGAIN TOUS,,,Jacou,,,,,11. Parking,,
JACO_000077,EV 5 Parking Av. H. Mangain Tous,,AVENUE HELENE MAINGAIN TOUS,,,Jacou,,,,,11. Parking,,
JACO_000075,EV 1 Parking Av. H. Mangain Tous,,AVENUE HELENE MAINGAIN TOUS,,,Jacou,,,,,11. Parking,,
JACO_000254,EV 4 (Angle avec H. Maingain) Parking Rue C. Flahault,,RUE CHARLES FLAHAULT,,,Jacou,,,,,11. Parking,,
JACO_000074,EV 3 Parking Av. H. Mangain Tous,,AVENUE HELENE MAINGAIN TOUS,,,Jacou,,,,,11. Parking,,
JACO_000106,Placette J. Arlery,,AVENUE JOSEPH ARLERY,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000197,Accot. 1 Ouest Mail du Mistral,,MAIL DU MISTRAL,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000198,Accot. 1 Est Mail du Mistral,,MAIL DU MISTRAL,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000161,EV Passage Av. P. de Coubertin - Ch. des Eglantiers,,CHEMIN DES EGLANTIERS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000202,Accot. 4 Ouest Mail du Mistral,,MAIL DU MISTRAL,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000127,EV Abord 1 Piscine Av. P de Coubertin,,AVENUE PIERRE DE COUBERTIN,,,Jacou,,,,,17. Abord terrain de sport,,
JACO_000163,EV 3 Entrée Cimetière,,CHEMIN DES TAMARIS,,,Jacou,,,,,11. Parking,,
JACO_000003,EV Angle A. L. Lambert - Grand Rue,,ALLEE LUCIEN LAMBERT,,,Jacou,,,,,11. Parking,,
JACO_000286,Passage rue des amandiers,,RUE DES AMANDIERS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000361,Placette et passage Grand Rue - Rue du Romarin,,RUE DU ROMARIN,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000172,Placette Impasse de Corse,,IMPASSE DE CORSE,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000175,Placette Impasse de la Soleillade,,IMPASSE DE LA SOLEILLADE,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000261,EV 1 Passage Rue de l'Harmattan,,RUE DE L HARMATTAN,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000176,Placette (Talus) Impasse des Aubépines,,IMPASSE DES AUBEPINES,,,Jacou,,,,,14. Placette de lotissement,,
MNTP_000797,Place Trégaro,19960115,Place Louis et Marie Trégaro,Est,Port Marianne,Montpellier,Non,Commune,2,Non,12. Place,14,Oui
MNTP_002565,Abords Impasse des Grèzes,20241211,Impasse des Grèzes,Nord-Ouest,Cévennes,Montpellier,Non,Commune,,Non,2. Acc. de voiries,,Non
MFSL_000260,EV Plan du Bassin,,PLAN DU BASSIN,,,Montferrier-sur-Lez,,,,,11. Parking,,
JACO_000180,Placette impasse des Hortensias,,IMPASSE DES HORTENSIAS,,,Jacou,,,,,11. Parking,,
JACO_000183,Placette Impasse du Carignan,,IMPASSE DU CARIGNAN,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000187,Placette impasse Jean Bouin,,IMPASSE JEAN BOUIN,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000179,Bassin de rétention impasse des Fuchsias,,IMPASSE DES FUCHSIAS,,,Jacou,,,,,10. Bassins de rétention,,
JACO_000304,TPC 2 Rue des Gardenias,,RUE DES GARDENIAS,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000190,Placette 2 Impasse Ravel,,IMPASSE RAVEL,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000189,Placette 1 Impasse Ravel,,IMPASSE RAVEL,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000195,Accot. 2 Est Mail de l'Abbé Coste,,MAIL DE L ABBE COSTE,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000194,Accot. 1 Est Mail de l'Abbé Coste,,MAIL DE L ABBE COSTE,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000192,Accot. 1 Ouest Mail de l'Abbé Coste,,MAIL DE L ABBE COSTE,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000234,Placette Rue Beethoven,,RUE BEETHOVEN,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000213,EV 1 devant Espace Dolto,,PLACE DES ECOLES,,,Jacou,,,,,6. Espaces verts écoles et crèches,,
JACO_000235,Accot. Rue Carl Linné (Face Groupe Scoalire),,RUE BEETHOVEN,,,Jacou,,,,,2. Acc. de voiries,,
MFSL_000028,Abord 3 Rond-point  Besnard,,AVENUE DU CAMPUS AGROPOLIS,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
VNLM_000373,EV 15 rue des Mouettes,,RUE DES MOUETTES,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
MFSL_000293,Accot. 1 Nord Rond-Point Besnard Route de Mende,,ROUTE DE MENDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MNTP_001089,Abords Rue de la Roqueturière,19950101,Rue de la Roqueturière,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,2. Acc. de voiries,0,Non
JACO_000243,EV 7 Alignement Parking Epis C. Flahault,,RUE CHARLES FLAHAULT,,,Jacou,,,,,11. Parking,,
VNLM_000354,Placette 1 rue des Mouettes,,RUE DES MOUETTES,,,Villeneuve-Lès-Maguelone,,,,,14. Placette de lotissement,,
VNLM_000356,EV 13 rue des Mouettes,,RUE DES MOUETTES,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
JACO_000203,Accot. 5 Ouest Mail du Mistral,,MAIL DU MISTRAL,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000258,Accot. 2 Rue de l'Autan,,RUE DE L AUTAN,,,Jacou,,,,,2. Acc. de voiries,,
MNTP_000805,Abords Allée Germain Boffrand,19950315,Allée Germain Boffrand,Nord-Ouest,Mosson,Montpellier,Non,Commune,0,Non,4. Acc. d'habitations,7,Non
MFSL_000294,Abord 3 Rond-Point 2 de la Lironde,,ROUTE DE MENDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
JACO_000251,EV 2 Parking Rue C. Flahault,,RUE CHARLES FLAHAULT,,,Jacou,,,,,11. Parking,,
MNTP_000016,Parc Sainte Odile,19770101,Route de Mende,Centre,Verdanson,Montpellier,Non,Commune,4,Oui,1. Parcs et squares,43,Oui
MFSL_000288,Abord 6 Rond-Point 2 de la Lironde,,ROUTE DE MENDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
JACO_000252,EV 3 Parking Rue C. Flahault,,RUE CHARLES FLAHAULT,,,Jacou,,,,,11. Parking,,
MNTP_002527,Parc Georges Charpak,19970101,Avenue Raymond Dugrand,Est,Port Marianne,Montpellier,Non,Commune,6,Non,1. Parcs et squares,0,Oui
JACO_000269,EV 3 Parking Halle de sports,,RUE DE L OCCITANIE,,,Jacou,,,,,11. Parking,,
JACO_000204,Accot. 3 Est Mail du Mistral,,MAIL DU MISTRAL,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000205,Accot. 6 Ouest Mail du Mistral,,MAIL DU MISTRAL,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000208,Accot.  Est Mail du Mistral (Angle),,MAIL DU MISTRAL,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000212,Accot. 1 Mail du Narbonnais,,MAIL DU NARBONNAIS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000272,Abords 1 parking Collège,,RUE DE L OCCITANIE,,,Jacou,,,,,11. Parking,,
JACO_000264,EV 4 Parking Halle de sports,,RUE DE L OCCITANIE,,,Jacou,,,,,11. Parking,,
JACO_000276,2 Massifs Angle Rue de la Lavande -Av. P. de Coubertin,,RUE DE LA LAVANDE,,,Jacou,,,,,11. Parking,,
JACO_000298,EV 1 Parking rue des Frères Lumière,,RUE DES FRERES LUMIERE,,,Jacou,,,,,11. Parking,,
JACO_000300,EV 3 Parking rue des Frères Lumière,,RUE DES FRERES LUMIERE,,,Jacou,,,,,11. Parking,,
JACO_000280,Placette (Angle) rue de la Plaine,,RUE DE LA PLAINE,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000122,Passage Av. P. de Coubertin,,AVENUE PIERRE DE COUBERTIN,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000296,Passage rue des Dalhias,,RUE DES DAHLIAS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000299,EV 2 Parking rue des Frères Lumière,,RUE DES FRERES LUMIERE,,,Jacou,,,,,11. Parking,,
JACO_000302,Accot. Parking Rue des Gardenias,,RUE DES GARDENIAS,,,Jacou,,,,,11. Parking,,
JACO_000307,Placette rue des Genêts,,RUE DES GENETS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000308,Placette Rue des Iris,,RUE DES IRIS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000312,Placette 1 rue des Mûriers,,RUE DES MURIERS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000301,EV 4 Parking rue des Frères Lumière,,RUE DES FRERES LUMIERE,,,Jacou,,,,,11. Parking,,
JACO_000071,Accot. 14 Sud Av. de Vendargues,,AVENUE DE VENDARGUES,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000318,Placette angle 1 rue des Tournesols,,RUE DES TOURNESOLS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000320,Placette TPC rue des Tournesols,,RUE DES TOURNESOLS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000317,Placette angle 2 rue des Tournesols,,RUE DES TOURNESOLS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000209,Accot. 4 Mail du Narbonnais,,MAIL DU NARBONNAIS,,,Jacou,,,,,14. Placette de lotissement,,
CSTR_000058,Accot. 8 Nord Av. Des Razeteurs,,AVENUE DES RAZETEURS,,,Castries,,Région,,,2. Acc. de voiries,,
CSTR_000064,Accot. 5 Nord Av. Des Razeteurs,,AVENUE DES RAZETEURS,,,Castries,,Région,,,2. Acc. de voiries,,
CSTR_000073,Accot. 2 Nord Av. Des Razeteurs,,AVENUE DES RAZETEURS,,,Castries,,Région,,,2. Acc. de voiries,,
CSTR_000075,Accot. 1 Nord Av. Des Razeteurs,,AVENUE DES RAZETEURS,,,Castries,,Région,,,2. Acc. de voiries,,
CSTR_000074,Accot. 1 Sud Av. Des Razeteurs,,AVENUE DES RAZETEURS,,,Castries,,Région,,,2. Acc. de voiries,,
CSTR_000072,Accot. 2 Sud Av. Des Razeteurs,,AVENUE DES RAZETEURS,,,Castries,,Région,,,2. Acc. de voiries,,
JACO_000313,Placette 1 rue des Mûriers,,RUE DES MURIERS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000337,Abords Bassin de rétention 1 Rue du Clos de Viviers,,RUE DU CLOS DE VIVIERS,,,Jacou,,Privé,,,9. Espaces de nature,,
JACO_000350,Accot. 2 Rue du Mas Neuf,,RUE DU MAS NEUF,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000342,EV 2 Passage Rue du Labech,,RUE DU LABECH,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000044,Accot. 7 Nord Av. de Vendargues,,AVENUE DE VENDARGUES,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000345,Placette rue du Languedoc,,RUE DU LANGUEDOC,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000346,Placette rue du Levant,,RUE DU LEVANT,,,Jacou,,,,,14. Placette de lotissement,,
PIGN_000037,Ev voirie,, ,,,Pignan,,,,,,,
JACO_000347,Placette 2 Rue du Levant,,RUE DU LEVANT,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000196,EV Mail du Gregau,,MAIL DU GREGAU,,,Jacou,,,,,14. Placette de lotissement,,
MFSL_000286,Accot. 1 Ouest Proche Pont Echangeur de la Lironde RD 65,,ROUTE DE MENDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
JACO_000356,EV 2 Abord 1 Piscine (Parking),,RUE DU NEPTUNE,,,Jacou,,,,,11. Parking,,
JACO_000367,Accot. Placette Ch. de la Garrigue,,RUE GEORGES BRASSENS,,,Jacou,,,,,14. Placette de lotissement,,
MNTP_001212,ZAE Garosud - Rue de la Jasse de Maurin,20160105,Rue de la Jasse de Maurin,Sud,Croix d'Argent,Montpellier,Non,3M,0,Non,2. Acc. de voiries,39,Non
CNSC_000012,Ecole élémentaire des micocouliers,, ,,,Cournonsec,,,,,6. Espaces verts écoles et crèches,1,
JACO_000094,Talus central 2 Parking Ecole Thierry Pautes,,AVENUE JEAN SEBASTIEN BACH,,,Jacou,,,,,2. Acc. de voiries,,
MNTP_001078,Berges du Rieucoulon - Plantations,20080416,Rue Rouget de Lisle - Pas du Loup - Sichuan - Cheng Du - Rte de Lavérune,Sud,Croix d'Argent,Montpellier,Non,Commune,0,Non,9. Espaces de nature,0,Non
VNLM_000060,EV 4 Av. du M. de la Jasse,,AVENUE DU MOULIN DE LA JASSE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
VNLM_000064,EV 8 Av. du M. de la Jasse,,AVENUE DU MOULIN DE LA JASSE,,,Villeneuve-Lès-Maguelone,,,,,2. Acc. de voiries,,
JACO_000116,Accot. 4 Sud (EV Boisé)  Av. P. de Coubertin,,AVENUE PIERRE DE COUBERTIN,,,Jacou,,,,,9. Espaces de nature,,
JACO_000237,Îlot Parking Rue Carl Linné,,RUE CARL LINNE,,,Jacou,,,,,11. Parking,,
JACO_000377,Placette Rue Lou Pradas,,RUE LOU PRADAS,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000382,Accot. 3 Rue L. Michel,,RUE LOUISE MICHEL,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000132,EV parking terre derrière stade,,CHEMIN BERNARD MONNIER,,,Jacou,,,,,11. Parking,,
JACO_000394,Placette Rue R. Couderc,,RUE ROGER COUDERC,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000396,Placette angle Ch. B. Monnier - Rue Saint Exupéry,,RUE SAINT EXUPERY,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000401,Placette entrée Rue S. Signoret,,RUE SIMONE SIGNORET,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000399,Placette (Transfo) rue S. Signoret,,RUE SIMONE SIGNORET,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000218,EV 7 Place F. Mitterand,,PLACE FRANCOIS MIETTRAND,,,Jacou,,,,,12. Place,,
JACO_000363,Placette rue F. Soubeyran,,RUE FERNAND SOUBEYRAN,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000126,Passage A. P. de Coubertin,,AVENUE PIERRE DE COUBERTIN,,,Jacou,,,,,14. Placette de lotissement,,
JACO_000152,Accot. 4 Ch. de la Pinède,,CHEMIN DE LA PINEDE,,,Jacou,,,,,2. Acc. de voiries,,
JACO_000166,Abord 1 du Rond-Point de Teyran,,D 67,,,Jacou,,,,,11. Parking,,
MNTP_001294,Abords Rue du Mas de Villaret,20010101,Rue du Mas de Villaret,Sud,Croix d'Argent,Montpellier,Non,3M,0,Non,2. Acc. de voiries,0,Non
JACO_000293,Rond-Point Rue des Bordes,,RUE DES BORDES,,,Jacou,,,,,2. Acc. de voiries,,
MFSL_000185,EV 3 Parking Place des Grèzes,,CHEMIN DU MAS DE L HUILE,,,Montferrier-sur-Lez,,,,,11. Parking,,
MFSL_000236,EV 3 parking Impasse des Grèses,,IMPASSE DES GRESES,,,Montferrier-sur-Lez,,,,,11. Parking,,
MFSL_000235,EV 1 parking Impasse des Grèses,,IMPASSE DES GRESES,,,Montferrier-sur-Lez,,,,,11. Parking,,
MFSL_000325,EV 1 Parking Rue des 2 Croix,,RUE DES 2 CROIX,,,Montferrier-sur-Lez,,,,,11. Parking,,
MFSL_000337,Accot. 2 Rue du Clos,,RUE DU CLOS,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MFSL_000292,Abord 5 et Accot. Ouest route de Mende Nord Rond-point  Besnard,,ROUTE DE MENDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
MNTP_000024,Multi accueil L'Oustal dou Caganis,19000101,Rue des Razeteurs,Sud,Prés d'Arènes,Montpellier,Non,Commune,1,Oui,3. Acc. de bât. et équipements publics,0,Oui
,,,,,,,,,,,,,
MNTP_000266,Abords Cuisine centrale,19850101,Route de Lavérune,Nord-Ouest,Cévennes,Montpellier,Non,3M,0,Non,3. Acc. de bât. et équipements publics,0,Non
CNSC_000007,Médiathèque,, ,,,Cournonsec,,,,,6. Espaces verts écoles et crèches,1,
MFSL_000215,Accot. Chemin du Rioux,,CHEMIN DU RIOUX,,,Montferrier-sur-Lez,,,,,9. Espaces de nature,,
MFSL_000190,Placette Ch. du Pic Saint-Loup,,CHEMIN DU PIC SAINT LOUP,,,Montferrier-sur-Lez,,,,,14. Placette de lotissement,,
MNTP_001200,Toiture terrasse Central Park,20130101,Place Georges Frêche,Sud,Prés d'Arènes,Montpellier,Non,Commune,1,Oui,19. Espaces verts autres,15,Non
MNTP_000020,Parc des Pastourelles,18500101,Rue Jules Isaac,Est,Port Marianne,Montpellier,Oui,Commune,3,Oui,1. Parcs et squares,118,Oui
MNTP_000902,Abords Rue des Impressionnistes,20000401,Rue des Impressionnistes,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0,Non,2. Acc. de voiries,6,Non
MFSL_000062,Accot. 3 Ouest Ext Bvd. de la Lironde,,BOULEVARD DE LA LIRONDE,,,Montferrier-sur-Lez,,,,,2. Acc. de voiries,,
